ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Rigid (>7.5 tonnes-17 tonnes),,km,"0,55763",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Rigid (>7.5 tonnes-17 tonnes),,mile,"0,89742",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,"0,25909",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Rigid (>7.5 tonnes-17 tonnes),,km,"0,63623",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Rigid (>7.5 tonnes-17 tonnes),,mile,"1,02392",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,"0,14556",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Rigid (>7.5 tonnes-17 tonnes),,km,"0,71483",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Rigid (>7.5 tonnes-17 tonnes),,mile,"1,15041",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,"0,38655",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Rigid (>7.5 tonnes-17 tonnes),,km,"0,60793",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Rigid (>7.5 tonnes-17 tonnes),,mile,"0,97838",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Rigid (>17 tonnes),,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Rigid (>17 tonnes),,km,"0,79097",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Rigid (>17 tonnes),,mile,"1,27294",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Rigid (>17 tonnes),,tonne.km,"0,21312",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Rigid (>17 tonnes),,km,"0,96194",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Rigid (>17 tonnes),,mile,"1,54809",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Rigid (>17 tonnes),,tonne.km,"0,1255",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Rigid (>17 tonnes),,km,"1,13291",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Rigid (>17 tonnes),,mile,"1,82324",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Rigid (>17 tonnes),,tonne.km,"0,18597",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Rigid (>17 tonnes),,km,"0,99337",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Rigid (>17 tonnes),,mile,"1,59868",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All rigids,,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All rigids,,km,"0,69215",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All rigids,,mile,"1,11389",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All rigids,,tonne.km,"0,22924",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All rigids,,km,"0,82368",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All rigids,,mile,"1,32557",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All rigids,,tonne.km,"0,13346",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All rigids,,km,"0,95522",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All rigids,,mile,"1,53726",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All rigids,,tonne.km,"0,21345",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All rigids,,km,"0,84061",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All rigids,,mile,"1,35282",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Articulated (>3.5 - 33t),,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Articulated (>3.5 - 33t),,km,"0,64531",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Articulated (>3.5 - 33t),,mile,"1,03851",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Articulated (>3.5 - 33t),,tonne.km,"0,12415",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Articulated (>3.5 - 33t),,km,"0,80322",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Articulated (>3.5 - 33t),,mile,"1,29263",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Articulated (>3.5 - 33t),,tonne.km,"0,07428",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Articulated (>3.5 - 33t),,km,"0,96112",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Articulated (>3.5 - 33t),,mile,"1,54675",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Articulated (>3.5 - 33t),,tonne.km,"0,14013",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Articulated (>3.5 - 33t),,km,"0,78111",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Articulated (>3.5 - 33t),,mile,"1,25706",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Articulated (>33t),,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Articulated (>33t),,km,"0,65677",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,Articulated (>33t),,mile,"1,05696",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Articulated (>33t),,tonne.km,"0,09617",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Articulated (>33t),,km,"0,87026",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,Articulated (>33t),,mile,"1,40054",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Articulated (>33t),,tonne.km,"0,05989",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Articulated (>33t),,km,"1,08375",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,Articulated (>33t),,mile,"1,74412",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Articulated (>33t),,tonne.km,"0,08032",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Articulated (>33t),,km,"0,93004",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,Articulated (>33t),,mile,"1,49674",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All artics,,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All artics,,km,"0,6563",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All artics,,mile,"1,0562",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All artics,,tonne.km,"0,09674",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All artics,,km,"0,8675",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All artics,,mile,"1,3961",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All artics,,tonne.km,"0,06017",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All artics,,km,"1,0787",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All artics,,mile,"1,736",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All artics,,tonne.km,"0,08153",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All artics,,km,"0,92391",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All artics,,mile,"1,48688",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All HGVs,,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All HGVs,,km,"0,67032",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Empty,All HGVs,,mile,"1,07877",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All HGVs,,tonne.km,"0,12145",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All HGVs,,km,"0,84988",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Half laden,All HGVs,,mile,"1,36774",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All HGVs,,tonne.km,"0,07384",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All HGVs,,km,"1,02944",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Full laden,All HGVs,,mile,"1,65671",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All HGVs,,tonne.km,"0,10614",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All HGVs,,km,"0,89061",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGV|Diesel - Average Laden,All HGVs,,mile,"1,43329",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>3.5 - 7.5 tonnes),,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>3.5 - 7.5 tonnes),,km,"0,55165",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>3.5 - 7.5 tonnes),,mile,"0,88779",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>3.5 - 7.5 tonnes),,tonne.km,"0,58256",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>3.5 - 7.5 tonnes),,km,"0,59909",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>3.5 - 7.5 tonnes),,mile,"0,96414",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>3.5 - 7.5 tonnes),,tonne.km,"0,31437",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>3.5 - 7.5 tonnes),,km,"0,64653",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>3.5 - 7.5 tonnes),,mile,"1,04049",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>3.5 - 7.5 tonnes),,tonne.km,"0,66945",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>3.5 - 7.5 tonnes),,km,"0,59245",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>3.5 - 7.5 tonnes),,mile,"0,95345",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>7.5 tonnes-17 tonnes),,km,"0,66383",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>7.5 tonnes-17 tonnes),,mile,"1,06833",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,"0,30854",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>7.5 tonnes-17 tonnes),,km,"0,7576",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>7.5 tonnes-17 tonnes),,mile,"1,21925",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,"0,17337",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>7.5 tonnes-17 tonnes),,km,"0,85138",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>7.5 tonnes-17 tonnes),,mile,"1,37016",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>7.5 tonnes-17 tonnes),,tonne.km,"0,46033",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>7.5 tonnes-17 tonnes),,km,"0,72384",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>7.5 tonnes-17 tonnes),,mile,"1,16492",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>17 tonnes),,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>17 tonnes),,km,"0,9413",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,Rigid (>17 tonnes),,mile,"1,51488",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>17 tonnes),,tonne.km,"0,25375",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>17 tonnes),,km,"1,14527",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,Rigid (>17 tonnes),,mile,"1,84314",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>17 tonnes),,tonne.km,"0,14947",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>17 tonnes),,km,"1,34924",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,Rigid (>17 tonnes),,mile,"2,17139",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>17 tonnes),,tonne.km,"0,22142",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>17 tonnes),,km,"1,18277",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,Rigid (>17 tonnes),,mile,"1,90349",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,All rigids,,tonne.km,,DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,All rigids,,km,"0,82378",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Empty,All rigids,,mile,"1,32574",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,All rigids,,tonne.km,"0,27294",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,All rigids,,km,"0,9807",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Half laden,All rigids,,mile,"1,57828",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,All rigids,,tonne.km,"0,15895",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,All rigids,,km,"1,13763",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Full laden,All rigids,,mile,"1,83082",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,All rigids,,tonne.km,"0,25415",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,All rigids,,km,"1,0009",DEFRA,2022
upstream-transportation-and-distribution,distance-based-method,vehicle,HGVs refrigerated|Diesel - Average Laden,All rigids,,mile,"1,61079",DEFRA,2022
