ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
stationary-combustion,generic-method,fuel,Oil products,Shale oil,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Shale oil,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Gas/Diesel oil,,l,"2,69234868",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Gas/Diesel oil,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Gas/Diesel oil,,tonne,"3205,177",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Gas/Diesel oil,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Gas/Diesel oil,,tj,74539,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Residual fuel oil,,l,"2,956013864",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Residual fuel oil,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Residual fuel oil,,tonne,"3144,6956",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Residual fuel oil,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Residual fuel oil,,tj,77839,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Liquified Petroleum Gases,,l,"1,615952943",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Liquified Petroleum Gases,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Liquified Petroleum Gases,,tonne,"2992,50545",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Liquified Petroleum Gases,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Liquified Petroleum Gases,,tj,"63266,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Ethane,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Ethane,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Ethane,,tonne,"2865,9656",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Ethane,,m3,"3,72575528",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Ethane,,tj,"61766,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Naphtha,,l,"2,526666835",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Naphtha,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Naphtha,,tonne,"3281,3855",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Naphtha,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Naphtha,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Bitumen,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Bitumen,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Bitumen,,tonne,"3261,7878",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Bitumen,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Bitumen,,tj,81139,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Lubricants,,l,"2,9643078",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Lubricants,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Lubricants,,tonne,"2964,3078",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Lubricants,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Lubricants,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Petroleum coke,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Petroleum coke,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Petroleum coke,,tonne,"3183,0175",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Petroleum coke,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Petroleum coke,,tj,97939,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery feedstocks,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery feedstocks,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery feedstocks,,tonne,"3170,777",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery feedstocks,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery feedstocks,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery gas,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery gas,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery gas,,tonne,"2859,44175",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery gas,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Refinery gas,,tj,"57766,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Paraffin waxes,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Paraffin waxes,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Paraffin waxes,,tonne,"2964,3078",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Paraffin waxes,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Paraffin waxes,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,White Spirit/SBP,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,White Spirit/SBP,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,White Spirit/SBP,,tonne,"2964,3078",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,White Spirit/SBP,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,White Spirit/SBP,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Other petroleum products,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Other petroleum products,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Other petroleum products,,tonne,"2964,3078",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Other petroleum products,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Oil products,Other petroleum products,,tj,73739,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Anthracite,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Anthracite,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Anthracite,,tonne,"2642,69925",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Anthracite,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Anthracite,,tj,"98977,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coking coal,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coking coal,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coking coal,,tonne,"2686,8255",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coking coal,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coking coal,,tj,"95277,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Other bituminous coal,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Other bituminous coal,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Other bituminous coal,,tonne,"2458,1595",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Other bituminous coal,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Other bituminous coal,,tj,"95277,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Sub bituminous coal,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Sub bituminous coal,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Sub bituminous coal,,tonne,"1829,09475",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Sub bituminous coal,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Sub bituminous coal,,tj,"96777,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite,,tonne,"1209,96225",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite,,tj,"101677,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oil shale and tar sands,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oil shale and tar sands,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oil shale and tar sands,,tonne,"958,32975",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oil shale and tar sands,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oil shale and tar sands,,tj,"107677,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Brown coal briquettes,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Brown coal briquettes,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Brown coal briquettes,,tonne,"2032,27425",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Brown coal briquettes,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Brown coal briquettes,,tj,"98177,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Patent fuel,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Patent fuel,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Patent fuel,,tonne,"2032,27425",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Patent fuel,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Patent fuel,,tj,"98177,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven coke,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven coke,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven coke,,tonne,"3036,5055",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven coke,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven coke,,tj,"107677,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite coke,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite coke,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite coke,,tonne,"3036,5055",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite coke,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Lignite coke,,tj,"107677,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas coke,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas coke,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas coke,,tonne,"3022,0953",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas coke,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas coke,,tj,"107166,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coal tar,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coal tar,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coal tar,,tonne,"2278,57",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coal tar,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coal tar,,tj,"81377,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas works gas,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas works gas,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas works gas,,tonne,"1724,72355",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas works gas,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Gas works gas,,tj,"44566,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven gas,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven gas,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven gas,,tonne,"1724,72355",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven gas,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Coke oven gas,,tj,"44566,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Blast furnace gas,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Blast furnace gas,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Blast furnace gas,,tonne,"642,611255",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Blast furnace gas,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Blast furnace gas,,tj,"260166,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oxygen steel furnace gas,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oxygen steel furnace gas,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oxygen steel furnace gas,,tonne,"1286,09549",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oxygen steel furnace gas,,m3,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Coal products,Oxygen steel furnace gas,,tj,"182166,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Natural gas,Natural gas,,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Natural gas,Natural gas,,kg,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Natural gas,Natural gas,,tonne,"2700,792",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Natural gas,Natural gas,,m3,"1,8905544",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Natural gas,Natural gas,,tj,"56266,5",Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
stationary-combustion,generic-method,fuel,Other wastes,Municipal waste (Non biomass fraction),,l,0,Emission_Factors_from_Cross_Sector_Tools_March_2017.xls,2017
