ghg_category,method,type,subtype,name,description,unit,total_co2_kg,source,source_year
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Belgium|Non-residential,Leisure/Lodging ,,m2,"0,066",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Belgium|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,050",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Belgium|Residential,Single-family home ,,m2,"0,038",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Belgium|Residential,Multi-family home ,,m2,"0,037",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Belgium|Residential,Residential total - average across residential buildings,,m2,"0,038",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Office ,,m2,"0,053",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Retail - high street ,,m2,"0,065",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Retail - shopping center ,,m2,"0,065",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Retail - warehouse ,,m2,"0,051",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Hotel ,,m2,"0,062",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Distribution warehouse cold ,,m2,"0,039",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Distribution warehouse warm ,,m2,"0,017",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Healthcare ,,m2,"0,060",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Leisure/Lodging ,,m2,"0,052",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,050",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Residential,Single-family home ,,m2,"0,026",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Residential,Multi-family home ,,m2,"0,027",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Bulgaria|Residential,Residential total - average across residential buildings,,m2,"0,027",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Office ,,m2,"0,057",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Retail - high street ,,m2,"0,069",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Retail - shopping center ,,m2,"0,059",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Retail - warehouse ,,m2,"0,052",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Hotel ,,m2,"0,061",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Distribution warehouse cold ,,m2,"0,049",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Distribution warehouse warm ,,m2,"0,022",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Healthcare ,,m2,"0,077",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Leisure/Lodging ,,m2,"0,075",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,055",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Residential,Single-family home ,,m2,"0,021",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Residential,Multi-family home ,,m2,"0,022",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Croatia|Residential,Residential total - average across residential buildings,,m2,"0,021",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Office ,,m2,"0,121",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Retail - high street ,,m2,"0,168",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Retail - shopping center ,,m2,"0,148",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Retail - warehouse ,,m2,"0,104",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Hotel ,,m2,"0,132",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Distribution warehouse cold ,,m2,"0,096",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Distribution warehouse warm ,,m2,"0,039",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Healthcare ,,m2,"0,106",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Leisure/Lodging ,,m2,"0,085",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,112",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Residential,Single-family home ,,m2,"0,024",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Residential,Multi-family home ,,m2,"0,024",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Cyprus|Residential,Residential total - average across residential buildings,,m2,"0,024",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Office ,,m2,"0,103",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Retail - high street ,,m2,"0,110",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Retail - shopping center ,,m2,"0,084",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Retail - warehouse ,,m2,"0,072",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Hotel ,,m2,"0,100",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Distribution warehouse cold ,,m2,"0,055",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Distribution warehouse warm ,,m2,"0,025",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Healthcare ,,m2,"0,086",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Leisure/Lodging ,,m2,"0,077",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,077",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Residential,Single-family home ,,m2,"0,052",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Residential,Multi-family home ,,m2,"0,049",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Czech Republic|Residential,Residential total - average across residential buildings,,m2,"0,050",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Office ,,m2,"0,028",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Retail - high street ,,m2,"0,040",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Retail - shopping center ,,m2,"0,037",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Retail - warehouse ,,m2,"0,026",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Hotel ,,m2,"0,032",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Distribution warehouse cold ,,m2,"0,033",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Distribution warehouse warm ,,m2,"0,014",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Healthcare ,,m2,"0,036",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Leisure/Lodging ,,m2,"0,039",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,031",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Residential,Single-family home ,,m2,"0,016",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Residential,Multi-family home ,,m2,"0,016",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Denmark|Residential,Residential total - average across residential buildings,,m2,"0,016",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Office ,,m2,"0,171",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Retail - high street ,,m2,"0,211",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Retail - shopping center ,,m2,"0,195",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Retail - warehouse ,,m2,"0,161",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Hotel ,,m2,"0,163",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Distribution warehouse cold ,,m2,"0,135",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Distribution warehouse warm ,,m2,"0,052",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Healthcare ,,m2,"0,218",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Leisure/Lodging ,,m2,"0,201",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,162",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Residential,Single-family home ,,m2,"0,075",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Residential,Multi-family home ,,m2,"0,074",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Estonia|Residential,Residential total - average across residential buildings,,m2,"0,074",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Office ,,m2,"0,047",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Retail - high street ,,m2,"0,058",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Retail - shopping center ,,m2,"0,056",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Retail - warehouse ,,m2,"0,040",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Hotel ,,m2,"0,030",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Distribution warehouse cold ,,m2,"0,039",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Distribution warehouse warm ,,m2,"0,018",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Healthcare ,,m2,"0,061",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Leisure/Lodging ,,m2,"0,073",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Non-residential,Non-residential total - average across non-residential buildings,,m2,"0,048",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Residential,Single-family home ,,m2,"0,020",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
upstream-leased-assets,leased-buildings-average-data-method,Floor area,Finland|Residential,Multi-family home ,,m2,"0,020",PCAF European building emission factor database - https://building-db.carbonaccountingfinancials.com/PCAF_emission_factor_database.php?partitionpage=Mortgages,2022
